ticker;shortName;sector;industry;last_price;range_52_weeks;averageVolume10days;dividendYield;exDividendDate;profitMargins;trailingPE;forwardPE;trailingEps;forwardEps;beta;marketCap;mostRecentQuarter;currency;modification_date
aldrv.pa;DRONE VOLT;Technology;Computer Hardware;0.0077999997884035;0.01 - 0.06;16011150.0;;;-0.28340998;;0.051999997;-0.026;0.15;1.143403;3233903.0;1656547200.0;EUR;1676798456
alfba.pa;FASHION B AIR;Consumer Cyclical;Apparel Retail;0.3199999928474426;0.26 - 0.50;143.0;;1308787200.0;-0.25259;;;-0.154;;1.102485;5668128.0;1522454400.0;EUR;1676798456
albud.pa;MINT;Communication Services;Telecom Services;3.390000104904175;1.80 - 4.48;5600.0;;1390867200.0;-0.03241;7.920561;;0.428;;1.391204;19972830.0;1656547200.0;EUR;1676798456
alrib.pa;RIBER;Technology;Semiconductor Equipment & Materials;1.7000000476837158;1.32 - 1.93;12907.0;0.028399998;1656547200.0;0.054229997;89.47369;;0.019;;1.152198;35681300.0;1656547200.0;EUR;1676798456
alsim.pa;KLIMVEST P.L.C.;Technology;Software—Application;0.4839999973773956;0.48 - 0.48;0.0;;1453939200.0;0.0;;;0.0;;0.516252;3679203.0;1640908800.0;EUR;1676798456
alcab.pa;CABASSE S.A.;Technology;Consumer Electronics;7.400000095367432;7.00 - 15.00;499.0;;;-0.019340001;;;;;;7619558.0;;EUR;1676798456
aleo2.pa;EO2;Basic Materials;Lumber & Wood Production;5.619999885559082;4.15 - 7.34;1614.0;;1508976000.0;0.050640002;22.48;;0.47;;1.038623;14466723.0;1661904000.0;EUR;1676798456
alwit.pa;WITBE;Communication Services;Internet Content & Information;9.0;5.05 - 9.65;4500.0;;;0.09583;;;-0.331;;1.545315;36982712.0;1656547200.0;EUR;1676798456
alesk.pa;ESKER;Technology;Software—Application;158.0;104.60 - 217.50;9992.0;0.0037;1655942400.0;0.1092;67.60805;;2.337;;1.055066;921435456.0;1656547200.0;EUR;1676798456
alkko.pa;KKO INTERNATIONAL;Consumer Defensive;Farm Products;0.1344999969005584;0.10 - 0.23;31986.0;;;0.06719;;;-0.052;;-0.171111;16405906.0;1656547200.0;EUR;1676798456
aldnx.pa;DNXCORP;Communication Services;Internet Content & Information;13.149999618530272;8.52 - 13.65;1196.0;0.0729;1654473600.0;0.21109;8.407928;;1.564;;0.777437;26028714.0;1656547200.0;EUR;1676798456
alheo.pa;H2O INNOVATION INC;Utilities;Utilities—Regulated Water;1.909999966621399;1.38 - 2.00;450.0;;;0.022249999;;38.199997;-0.009;0.05;0.776522;195146608.0;1664496000.0;EUR;1676798456
aldne.pa;DONTNOD Entertainment;Communication Services;Electronic Gaming & Multimedia;10.300000190734863;9.00 - 15.05;11240.0;;;-0.06737;;12.875;-0.401;0.8;0.683284;88954200.0;1656547200.0;EUR;1676798456
algld.pa;GOLD BY GOLD;Basic Materials;Other Precious Metals & Mining;1.5;1.18 - 3.92;1935.0;0.028800001;1657670400.0;-0.02358;;;-0.01;;-0.008413;4041690.0;1640908800.0;EUR;1676798456
alpre.pa;PREDILIFE;Healthcare;Diagnostics & Research;5.800000190734863;5.10 - 6.90;298.0;;;0.0;;;-0.593;;0.236741;21138100.0;1656547200.0;EUR;1676798456
albou.pa;BOURRELIER GROUP;Consumer Cyclical;Home Improvement Retail;48.0;37.00 - 56.50;9.0;;1569456000.0;0.03428;16.800838;;2.857;;0.18585;297908160.0;1656547200.0;EUR;1676798456
albiz.pa;OBIZ S.A.;Communication Services;Advertising Agencies;6.599999904632568;5.50 - 8.00;4971.0;;;-0.0123000005;;;-0.057;;;27858402.0;1656547200.0;EUR;1676798456
alker.pa;MEDIA MAKER;Communication Services;Internet Content & Information;1.0499999523162842;1.05 - 10.00;0.0;;;0.03511;3.181818;;0.33;;0.311511;2093101.0;1625011200.0;EUR;1676798456
alstw.pa;STREAMWIDE;Technology;Software—Application;16.75;12.75 - 28.40;2112.0;;1372809600.0;0.19299999;15.282847;104.6875;1.096;0.16;0.781644;49407976.0;1656547200.0;EUR;1676798456
allpl.pa;LEPERMISLIBRE S.A.;Consumer Cyclical;Personal Services;3.799499988555908;3.25 - 3.87;8241.0;;;-0.15534;;;;;;;1656547200.0;EUR;1676798456
alers.pa;EUROBIO-SCIENTIFIC;Healthcare;Medical Devices;17.799999237060547;15.40 - 24.30;9892.0;;;0.2685;2.4905555;9.944134;7.147;1.79;-0.070363;205796464.0;1656547200.0;EUR;1676798456
alldl.pa;GROUPE LDLC;Technology;Electronics & Computer Distribution;21.149999618530277;19.22 - 37.05;7440.0;0.0766;1677024000.0;0.02629;16.145039;2.9999998;1.31;7.05;1.567112;128207912.0;1664496000.0;EUR;1676798456
alcog.pa;COGRA;Basic Materials;Lumber & Wood Production;13.100000381469728;9.10 - 19.40;5410.0;;;0.069910005;40.557274;24.716984;0.323;0.53;0.26998;45589444.0;1656547200.0;EUR;1676798456
alnlf.pa;NEOLIFE;Consumer Cyclical;Furnishings, Fixtures & Appliances;0.0612999983131885;0.02 - 0.26;852892.0;;;-0.048899997;;;-0.01;;2.297896;3210746.0;1656547200.0;EUR;1676798456
alopm.pa;ONCODESIGN PRECISION MEDICINE;Healthcare;Biotechnology;1.4600000381469729;0.62 - 2.50;6419.0;;;0.0;;;;;;24214100.0;;EUR;1676798456
alfre.pa;FREELANCE.COM;Industrials;Staffing & Employment Services;6.889999866485596;5.29 - 7.99;6358.0;;1216339200.0;0.023;38.277775;;0.18;;1.152581;387461216.0;1656547200.0;EUR;1676798456
altvo.pa;EVOLIS;Technology;Computer Hardware;29.399999618530277;23.80 - 32.00;9.0;0.0636;1654041600.0;0.13029;26.486486;16.333334;1.11;1.8;0.435181;153492112.0;1656547200.0;EUR;1676798456
aldlt.pa;DELTA PLUS GROUP;Consumer Cyclical;Footwear & Accessories;79.0;51.70 - 93.40;934.0;0.0136;1655856000.0;0.085360005;18.588236;;4.25;;1.317017;566268864.0;1656547200.0;EUR;1676798456
alpdx.pa;PISCINES DESJOYAUX;Consumer Cyclical;Leisure;14.880000114440918;12.50 - 28.40;8582.0;0.0672;1678233600.0;0.13246;9.538462;;1.56;;1.029063;137213248.0;1661904000.0;EUR;1676798456
alper.pa;LA PERLA FASHION;Consumer Cyclical;Apparel Manufacturing;7.050000190734863;3.40 - 7.50;1.0;;;-0.70554;;;-0.802;;0.080359;741032576.0;1656547200.0;EUR;1676798456
alvg.pa;VEOM Group;Technology;Consumer Electronics;1.559999942779541;1.42 - 4.05;2402.0;;;-0.04512;;;;;1.547227;3983225.0;1656547200.0;EUR;1676798456
alhrg.pa;HERIGE;Basic Materials;Building Materials;38.400001525878906;30.20 - 49.30;2781.0;0.048600003;1654732800.0;0.028010001;5.292172;;7.256;;0.713193;108865544.0;1656547200.0;EUR;1676798456
alpix.pa;PIXIUM VISION;Healthcare;Medical Instruments & Supplies;0.0662999972701072;0.06 - 0.70;1152186.0;;;0.0;;;-0.27;;0.328107;3997299.0;1656547200.0;EUR;1676798456
alfum.pa;FILL UP MEDIA S.A.;Communication Services;Advertising Agencies;6.019999980926514;5.65 - 10.00;748.0;;;0.01678;;;0.01;;;17161094.0;;EUR;1676798456
alu10.pa;U10 CORP;Consumer Cyclical;Furnishings, Fixtures & Appliances;1.2999999523162842;1.12 - 2.55;2712.0;;1530576000.0;0.0043;;;-0.095;;0.804206;22188530.0;1656547200.0;EUR;1676798456
aleni.pa;ENIBLOCK;Technology;Software—Application;4.75;3.95 - 8.25;6.0;;;0.0;475.0;;0.01;;;105380648.0;;EUR;1676798456
alsma.pa;S.M.A.I.O.;Healthcare;Health Information Services;3.5199999809265137;3.19 - 5.75;241.0;;;1.2052;;;;;;18932214.0;1656547200.0;EUR;1676798456
alpcv.pa;CERINNOV GROUP;Industrials;Specialty Industrial Machinery;2.140000104904175;0.98 - 2.20;66797.0;;;-0.08199;;8.23077;-0.34;0.26;2.316634;9600383.0;1656547200.0;EUR;1676798456
alnft.pa;NFTY;Communication Services;Advertising Agencies;0.0005000000237487;0.00 - 0.99;0.0;;1338854400.0;-0.82615;;;-0.687;;1.172848;5635.0;1656547200.0;EUR;1676798456
alodc.pa;OMER-DECUGIS & CIE;Consumer Defensive;Food Distribution;4.849999904632568;4.60 - 9.40;836.0;0.0072000003;1683072000.0;-0.00654;97.0;;0.05;;;42026512.0;1664496000.0;EUR;1676798456
aliko.pa;IKONISYS;Healthcare;Medical Devices;1.830000042915344;1.24 - 3.10;627.0;;;-2.7922602;;;;;;17351566.0;1656547200.0;EUR;1676798456
alkla.pa;KLARSEN;Communication Services;Advertising Agencies;1.7999999523162842;1.43 - 3.10;57969.0;;;0.82817;3.8297873;;0.47;;1.879923;5964462.0;1656547200.0;EUR;1676798456
alids.pa;IDSUD;Industrials;Conglomerates;140.5;131.00 - 166.00;61.0;;1562716800.0;65.30627;1.1491526;;122.264;;0.87151;69514624.0;1656547200.0;EUR;1676798456
alvap.pa;KUMULUS VAPE;Consumer Cyclical;Internet Retail;10.399999618530272;8.34 - 12.50;2005.0;;1655769600.0;0.03381;20.8;;0.5;;1.758643;30385054.0;1656547200.0;EUR;1676798456
alklk.pa;KERLINK;Technology;Software—Infrastructure;0.9010000228881836;0.88 - 4.97;27995.0;;;-0.095979996;;-1.8387755;-0.278;-0.49;1.770172;6993012.0;1656547200.0;EUR;1676798456
alhyg.pa;HYBRIGENICS;Healthcare;Biotechnology;0.0711999982595443;0.06 - 0.20;1864071.0;;;0.0;;-0.445;0.0;-0.16;;19173446.0;;EUR;1676798456
alphs.pa;PHARMASIMPLE;Consumer Cyclical;Internet Retail;0.777999997138977;0.00 - 10.00;103503.0;;;-0.14997;;;-0.984;;1.088718;118992.0;1625011200.0;EUR;1676798456
altxc.pa;TXCOM;Technology;Communication Equipment;9.350000381469728;6.30 - 9.35;390.0;0.0374;1661299200.0;0.13897;5.771605;;1.62;;0.46042;11468617.0;1656547200.0;EUR;1676798456
alhex.pa;HEXAOM;Consumer Cyclical;Residential Construction;19.049999237060547;15.10 - 37.10;11381.0;0.0736;1655164800.0;0.01105;11.339286;5.5865097;1.68;3.41;1.276099;131216016.0;1656547200.0;EUR;1676798456
almdt.pa;MEDIAN TECHNOLOGIES;Healthcare;Medical Devices;6.869999885559082;6.54 - 14.26;27193.0;;;-0.79842;;-5.773109;-1.249;-1.19;1.866539;108157160.0;1656547200.0;EUR;1676798456
allgo.pa;LARGO;Technology;Electronics & Computer Distribution;1.899999976158142;1.84 - 8.85;10595.0;;;-0.24420999;;;-0.889;;;6745570.0;1656547200.0;EUR;1676798456
cand.br;CANDELA INVEST;Financial Services;Asset Management;3.900000095367432;3.16 - 4.98;108.0;0.1618;1592956800.0;-0.13621001;19.402985;;0.201;;-0.162141;4197804.0;1640908800.0;EUR;1676798456
allln.pa;LLEIDA;Communication Services;Telecom Services;2.569999933242798;1.72 - 4.80;1327.0;0.006;1655942400.0;0.0038;257.0;;0.01;;1.230975;39602412.0;1656547200.0;EUR;1676798456
alver.pa;VERGNET;Utilities;Utilities—Independent Power Producers;0.1172000020742416;0.10 - 846.00;2771309.0;;;-0.48199;0.0068739005;;17.05;;-0.032887;4598.0;1640908800.0;EUR;1676798456
alata.pa;ATARI S.A.;Communication Services;Electronic Gaming & Multimedia;0.1564999967813491;0.12 - 0.34;304759.0;;;-1.9469701;;;;;0.248948;59698804.0;1664496000.0;EUR;1676798456
alcap.pa;CAPELLI;Real Estate;Real Estate—Development;12.5;11.35 - 23.50;765.0;;1634083200.0;-0.0078100003;11.46789;2.741228;1.09;4.56;1.567877;27401376.0;1664496000.0;EUR;1676798456
aljxr.pa;ARCHOS;Technology;Consumer Electronics;0.0701000019907951;0.00 - 3.08;1837840.0;;;-0.45478;0.0026393074;;26.56;;0.918546;241748.0;1656547200.0;EUR;1676798456
alprg.pa;PROLOGUE;Technology;Software—Application;0.2450000047683715;0.18 - 0.32;118689.0;;;-0.02797;;;-0.036;;1.126195;22490290.0;1640908800.0;EUR;1676798456
alkey.pa;KEYRUS;Technology;Information Technology Services;4.650000095367432;2.96 - 4.91;1297.0;;;0.01352;17.222221;;0.27;;1.169024;74513928.0;1656547200.0;EUR;1676798456
algre.pa;ALGREEN;Consumer Defensive;Food Distribution;0.0494999997317791;0.01 - 0.56;6420694.0;;;-0.94071996;;;;;1.126577;949796.0;1625011200.0;EUR;1676798456
alenr.pa;ENTREPRENDRE;Communication Services;Publishing;4.78000020980835;3.60 - 7.00;9.0;0.0579;1663027200.0;-0.12915;16.713287;;0.286;;2.053537;2934026.0;1656547200.0;EUR;1676798456
alneo.pa;ALPHA MOS;Technology;Scientific & Technical Instruments;2.174999952316284;1.36 - 3.10;2299.0;;;-0.38568002;;;-0.308;;-0.515105;22138890.0;1656547200.0;EUR;1676798456
algen.pa;GENOWAY;Healthcare;Biotechnology;4.039999961853027;2.64 - 4.40;3528.0;;;0.02649;67.333336;26.933332;0.06;0.15;0.555258;33107234.0;1656547200.0;EUR;1676798456
alora.pa;ALTHEORA;Industrials;Electrical Equipment & Parts;1.1399999856948853;0.99 - 1.93;7088.0;;1024876800.0;-0.016339999;;19.0;-0.029;0.06;0.788527;8867672.0;1656547200.0;EUR;1676798456
alosm.pa;OSMOZIS;Communication Services;Telecom Services;11.899999618530272;6.85 - 12.70;2697.0;;;0.08677;28.333334;13.222222;0.42;0.9;1.105927;24634428.0;1661904000.0;EUR;1676798456
alhgo.pa;HAMILTON GLOBAL OPPORTUNITIES P;Financial Services;Asset Management;48.20000076293945;47.60 - 56.00;656.0;;;8.4628105;12.751323;;3.78;;;19781232.0;1656547200.0;EUR;1676798456
aleco.pa;ECOMIAM SA;Consumer Defensive;Food Distribution;7.21999979019165;4.00 - 13.30;7844.0;;;-0.05333;34.056602;-20.055553;0.212;-0.36;;24322664.0;1664496000.0;EUR;1676798456
aluci.pa;LUCIBEL;Industrials;Electrical Equipment & Parts;0.8999999761581421;0.63 - 1.60;35883.0;;;-0.26438;;4.9999995;-0.18;0.18;1.120841;15451560.0;1656547200.0;EUR;1676798456
alspw.pa;SPINEWAY;Healthcare;Medical Instruments & Supplies;1.1782000064849854;0.45 - 36.00;124886.0;;;-0.42209;7.36375;2.3564;0.16;0.5;1.445506;662953.0;1672444800.0;EUR;1676798456
allux.pa;INSTALLUX;Basic Materials;Aluminum;338.0;322.00 - 440.00;4.0;0.023699999;1656028800.0;0.04991;11.876318;;28.46;;0.643212;95361296.0;1656547200.0;EUR;1676798456
alnse.pa;NSE;Technology;Scientific & Technical Instruments;25.0;14.05 - 26.40;994.0;0.0088;1656633600.0;0.05414;22.93578;18.796991;1.09;1.33;0.288336;79378248.0;1656547200.0;EUR;1676798456
alnn6.pa;ENENSYS;Technology;Communication Equipment;0.8840000033378601;0.64 - 1.38;5308.0;;;0.2554;2.1560977;44.2;0.41;0.02;1.934006;5797387.0;1656547200.0;EUR;1676798456
aldar.pa;DAMARTEX;Consumer Cyclical;Apparel Retail;11.550000190734863;9.56 - 18.90;554.0;0.0086;1669939200.0;-0.00805;10.405405;-88.84616;1.11;-0.13;1.216061;129880904.0;1656547200.0;EUR;1676798456
alemg.pa;EUROMEDIS GROUPE;Healthcare;Medical Devices;4.420000076293945;3.78 - 9.90;770.0;;1485820800.0;-0.10941;6.597015;;0.67;;-0.59847;13604849.0;1656547200.0;EUR;1676798456
alokw.pa;GROUPE OKWIND;Utilities;Utilities—Renewable;19.035999298095703;9.90 - 20.60;26655.0;;;0.03277;100.18947;;0.19;;;164032256.0;1656547200.0;EUR;1676798456
alati.pa;ACTIA GROUP S.A.;Consumer Cyclical;Auto Parts;4.090000152587891;2.76 - 4.80;11102.0;;1600646400.0;-0.02607;;8.346939;;0.49;1.77629;82745608.0;1656547200.0;EUR;1676798456
allhb.pa;LES HOTELS BAVEREZ;Consumer Cyclical;Lodging;57.5;51.00 - 65.00;352.0;;1561420800.0;0.063779995;76.666664;;0.75;;0.212619;136417024.0;1656547200.0;EUR;1676798456
almib.pa;AMOEBA;Basic Materials;Agricultural Inputs;0.7210000157356262;0.48 - 1.38;446239.0;;;0.0;;;-0.44;;0.22065;33357282.0;1656547200.0;EUR;1676798456
albdm.pa;BD MULTI MEDIA;Communication Services;Telecom Services;1.850000023841858;1.29 - 9.20;1990.0;;1467158400.0;-0.42591;;;-0.2;;-0.032122;4556994.0;1656547200.0;EUR;1676798456
alnsc.pa;NSC GROUPE;Industrials;Specialty Industrial Machinery;54.0;35.60 - 64.50;6.0;;1559606400.0;0.01723;23.175966;;2.33;;0.231739;22518162.0;1656547200.0;EUR;1676798456
alnfl.pa;NFL BIOSCIENCES S.A.;Healthcare;Biotechnology;3.119999885559082;0.55 - 3.58;102512.0;;;0.0;;;;;;16331983.0;;EUR;1676798456
alrpd.pa;RAPID NUTRITION;Healthcare;Drug Manufacturers—Specialty & Generic;0.0044999998062849;0.00 - 0.32;25037512.0;;;0.26341;;;0.0;;;2116602.0;1656547200.0;EUR;1676798456
alarf.pa;ADEUNIS;Technology;Communication Equipment;1.8600000143051147;1.68 - 2.85;1004.0;;;-0.07617;;;-0.056;;0.459273;4279971.0;1664496000.0;EUR;1676798456
al2si.pa;2CRSI;Technology;Computer Hardware;2.990000009536743;2.04 - 4.90;3536.0;;;-0.0019200001;;21.357143;;0.14;1.385142;42665804.0;1661904000.0;EUR;1676798456
alfoc.pa;FOCUS ENTERTAINMENT;Communication Services;Electronic Gaming & Multimedia;52.0;37.05 - 52.80;1317.0;;1569974400.0;-0.00856;22.146507;17.391304;2.348;2.99;0.728871;321604928.0;1664496000.0;EUR;1676798456
alpau.pa;PAULIC MEUNERIE;Consumer Defensive;Packaged Foods;2.8399999141693115;2.24 - 4.16;2353.0;;;-0.09762;;;-0.12;;1.130265;13106827.0;1656547200.0;EUR;1676798456
alcrb.pa;CARBIOS;Basic Materials;Specialty Chemicals;37.59999847412109;19.08 - 41.00;18953.0;;;0.0;;-59.682537;-0.76;-0.63;2.148757;428726464.0;1656547200.0;EUR;1676798456
alnxt.pa;NEXTEDIA;Communication Services;Advertising Agencies;0.8180000185966492;0.67 - 1.05;30652.0;;;0.03635;20.97436;;0.039;;1.011089;30752056.0;1656547200.0;EUR;1676798456
alcis.pa;CATERING INTERNATIONAL & SERVIC;Industrials;Specialty Business Services;10.449999809265137;8.12 - 12.35;4462.0;0.015;1655856000.0;0.03004;;;;;1.194646;81396720.0;1656547200.0;EUR;1676798456
alqgc.pa;QUANTUM GENOMICS;Healthcare;Biotechnology;0.1800000071525573;0.11 - 4.32;296859.0;;;0.0;;-0.5806452;-0.603;-0.31;0.273422;6215166.0;1656547200.0;EUR;1676798456
alcyb.pa;CYBERGUN;Consumer Cyclical;Leisure;0.25;0.09 - 0.75;2521441.0;;1316131200.0;-0.09421;;;-404.324;;0.125047;11541050.0;1656547200.0;EUR;1676798456
alie.pa;IERVOLINO & LADY BACARDI ENTERT;Communication Services;Entertainment;1.25;1.15 - 2.54;116.0;;;0.07793;3.3783784;;0.37;;2.004437;44710624.0;1656547200.0;EUR;1676798456
alafy.pa;AFYREN;Basic Materials;Specialty Chemicals;6.239999771118164;4.59 - 8.48;3068.0;;;-1.838;;;-0.64;;;165352512.0;1656547200.0;EUR;1676798456
algau.pa;GAUSSIN;Consumer Cyclical;Auto Manufacturers;2.747999906539917;2.53 - 6.99;140229.0;;;-0.14523;;;-0.3;0.0;0.775908;74202040.0;1656547200.0;EUR;1676798456
alene.pa;ENERTIME;Industrials;Specialty Industrial Machinery;1.496000051498413;1.26 - 2.50;68888.0;;;-1.19619;;-14.96;-0.26;-0.1;2.809942;12964456.0;1656547200.0;EUR;1676798456
alnmr.pa;NAMR;Technology;Software—Application;2.4100000858306885;1.33 - 6.40;1819.0;;;-1.21636;;;-0.895;;;14054012.0;1656547200.0;EUR;1676798456
alexa.pa;EXACOMPTA CLAIREFONTAINE;Basic Materials;Paper & Paper Products;131.0;90.50 - 138.00;294.0;0.028099999;1654473600.0;0.02795;6.693919;;19.57;;0.488336;150486256.0;1656547200.0;EUR;1676798456
allex.pa;LEXIBOOK LINGUIST.;Consumer Cyclical;Leisure;2.5999999046325684;1.64 - 4.97;7442.0;;900892800.0;0.060510002;6.6666665;4.40678;0.39;0.59;2.06042;20417540.0;1664496000.0;EUR;1676798456
altoo.pa;TOOSLA;Industrials;Rental & Leasing Services;2.450000047683716;1.38 - 3.05;673.0;;;-0.25611;;;-0.17;;;14141890.0;1656547200.0;EUR;1676798456
alchi.pa;ALCHIMIE SA;Communication Services;Broadcasting;2.25;1.91 - 4.98;3261.0;;;-0.15271;;24.999998;-1.807;0.09;0.922604;10154092.0;1656547200.0;EUR;1676798456
alimb.pa;IMMO BLOCKCHAIN;Financial Services;Capital Markets;1.340000033378601;1.02 - 5.00;2764.0;;;-0.15431;;;;;0.536268;10466968.0;;EUR;1676798456
almta.pa;METADVERTISE;Communication Services;Advertising Agencies;0.5680000185966492;0.28 - 0.70;28226.0;;;-0.062480003;;;;;1.698279;10563096.0;1656547200.0;EUR;1676798456
alvgo.pa;VOGO;Technology;Software—Application;4.289999961853027;3.34 - 5.98;1224.0;;;-0.12352;;61.285713;-0.385;0.07;0.307585;17477932.0;1656547200.0;EUR;1676798456
alroc.pa;ROCTOOL;Technology;Electronic Components;3.240000009536743;2.98 - 4.62;8693.0;;;0.06012;27.0;;0.12;;0.59847;14791572.0;1656547200.0;EUR;1676798456
alwf.pa;WINFARM;Industrials;Farm & Heavy Construction Machinery;23.899999618530277;14.10 - 29.00;5518.0;;;0.0;30.253162;11.95;0.79;2.0;;47769408.0;;EUR;1676798456
aleup.pa;EUROPLASMA;Industrials;Waste Management;2.3399999141693115;0.30 - 667.00;1283948.0;;;-0.2702;;;-0.423;;0.722753;9564937.0;1656547200.0;EUR;1676798456
alser.pa;SERMA GROUP;Industrials;Consulting Services;430.0;312.00 - 488.00;34.0;0.034;1655078400.0;0.14998001;20.863657;;20.61;;-0.268833;494732192.0;1656547200.0;EUR;1676798456
almou.pa;MOULINVEST;Basic Materials;Lumber & Wood Production;30.100000381469727;29.05 - 66.20;3595.0;0.0332;1677801600.0;0.16268998;4.9752064;7.581864;6.05;3.97;1.861567;93219096.0;1661904000.0;EUR;1676798456
alsei.pa;SOCIETA EDITORIALE IL FATTO;Communication Services;Publishing;0.2840000092983246;0.28 - 0.53;0.0;;;-0.06367;28.400002;;0.01;;0.143908;6411754.0;1656547200.0;EUR;1676798456
allec.pa;COGELEC;Technology;Communication Equipment;7.019999980926514;6.08 - 8.46;2211.0;;;-0.00957;;;-0.467;;0.846736;63746584.0;1656547200.0;EUR;1676798456
alwed.pa;WEDIA;Technology;Software—Application;30.0;25.10 - 44.00;375.0;0.011;1653264000;0.0397;41.78273;N/A;0.718;N/A;0.944933;25605450.0;1656547200;EUR;1676822585
alint.pa;INTEGRAGEN;Healthcare;Biotechnology;1.309999942779541;0.86 - 1.53;1775.0;N/A;N/A;0.02178;N/A;N/A;-0.056;N/A;0.36826;8848106.0;1656547200;EUR;1676822585
alviv.pa;VISIATIV;Technology;Software—Application;34.099998474121094;23.50 - 38.30;1758.0;0.013200001;1656892800;0.04066;90.93333;21.312498;0.375;1.6;1.388527;155751744.0;1656547200;EUR;1676822585
alins.pa;INTRASENSE;Healthcare;Health Information Services;0.4359999895095825;0.26 - 0.53;170874.0;N/A;N/A;-0.5787;N/A;-14.533334;-0.012;-0.03;-0.2065;13642178.0;1656547200;EUR;1676822585
alitl.pa;IT LINK;Technology;Information Technology Services;25.600000381469727;21.60 - 31.00;2004.0;0.0098;1657065600;0.04973;24.450811;N/A;1.047;N/A;1.35564;43345408.0;1656547200;EUR;1676822585
alicr.pa;I.CERAM;Healthcare;Medical Instruments & Supplies;10.100000381469727;9.32 - 19.90;117.0;N/A;N/A;-0.49458998;N/A;-67.333336;-0.4;-0.15;1.048565;3133323.0;1640908800;EUR;1676822585
soft.br;SOFTIMAT;Real Estate;Real Estate Services;2.4000000953674316;2.40 - 2.74;447.0;N/A;1622419200;-0.38324;0.92272204;N/A;2.601;N/A;-0.348757;9383952.0;1656547200;EUR;1676822585
almks.pa;MAKING SCIENCE GROUP S.A.;Communication Services;Advertising Agencies;12.949999809265137;11.30 - 22.20;10.0;N/A;N/A;-0.024619998;56.798244;N/A;0.228;N/A;1.657006;96682624.0;1656547200;EUR;1676822585
almgi.pa;MG INTERNATIONAL;Industrials;Security & Protection Services;7.940000057220459;5.96 - 13.40;81.0;N/A;1138665600;0.05568;8.583784;N/A;0.925;N/A;0.823326;40970796.0;1656547200;EUR;1676822585
alcls.pa;CELLECTIS;Healthcare;Biotechnology;2.3239998817443848;1.82 - 4.62;122131.0;N/A;N/A;0.0;N/A;-0.8639405;-1.584;-2.69;1.999235;107259336.0;1664496000;EUR;1676822585
alcwe.pa;CHARWOOD ENERGY S.A.;Utilities;Utilities—Renewable;8.649999618530273;5.60 - 11.40;586.0;N/A;N/A;0.03754;N/A;N/A;N/A;N/A;N/A;44966244.0;1656547200;EUR;1676822585
alhun.pa;HUNYVERS;Consumer Cyclical;Specialty Retail;14.25;10.75 - 15.10;3218.0;N/A;N/A;0.04541;N/A;N/A;N/A;N/A;N/A;55205924.0;N/A;EUR;1676822585
alimr.pa;IMMERSION;Technology;Software—Application;4.010000228881836;2.56 - 7.08;160.0;N/A;N/A;0.011510001;46.091957;N/A;0.087;N/A;0.780497;6281665.0;1656547200;EUR;1676822585
alcoi.pa;COIL;Basic Materials;Aluminum;6.920000076293945;6.60 - 10.45;706.0;0.1397;1664323200;0.071329996;N/A;N/A;-1.17;N/A;0.524665;20283766.0;1656547200;EUR;1676822585
alboa.pa;BOA CONCEPT;Industrials;Specialty Industrial Machinery;31.700000762939453;21.30 - 35.90;666.0;N/A;N/A;0.14367;N/A;N/A;-0.07;N/A;N/A;31378974.0;1656547200;EUR;1676822585
alimo.pa;GROUPIMO;Real Estate;Real Estate Services;1.600000023841858;1.24 - 2.10;77.0;0.0943;1658275200;0.13394;12.8;N/A;0.125;N/A;0.237476;2121408.0;1656547200;EUR;1676822585
aldel.pa;DELFINGEN INDUSTRY;Consumer Cyclical;Auto Parts;52.400001525878906;34.30 - 59.60;1174.0;0.020599999;1656547200;0.01815;2.2419991;13.57513;23.372;3.86;1.472275;138591712.0;1656547200;EUR;1676822585
alinn.pa;INNELEC MULTIMEDIA;Technology;Electronics & Computer Distribution;5.559999942779541;4.62 - 6.32;3958.0;0.074099995;1664236800;0.01036;3.0515916;N/A;1.822;N/A;1.13652;15918391.0;1664496000;EUR;1676822585
alast.pa;A.S.T. GROUPE;Consumer Cyclical;Residential Construction;2.4700000286102295;2.34 - 5.16;6062.0;0.0392;1655856000;-0.012259999;N/A;N/A;N/A;N/A;1.080688;31838054.0;1656547200;EUR;1676822585
alntg.pa;NETGEM;Technology;Communication Equipment;1.25;0.90 - 1.50;10879.0;0.025;1654560000;-0.028989999;N/A;N/A;-0.081;N/A;0.951816;37023624.0;1656547200;EUR;1676822585
alpla.pa;EROLD;Communication Services;Internet Content & Information;0.41200000047683716;0.26 - 1.31;4154.0;N/A;1557446400;0.0143099995;N/A;N/A;-0.281;N/A;0.836328;2576874.0;1656547200;EUR;1676822585
altme.pa;TME PHARMA;Healthcare;Biotechnology;1.179800033569336;1.11 - 23.60;23234.0;N/A;N/A;0.0;N/A;N/A;N/A;N/A;1.600764;1632501.0;1656547200;EUR;1676822585
algev.pa;GEVELOT;Industrials;Specialty Industrial Machinery;200.0;169.00 - 206.00;40.0;0.0149;1655337600;0.06296;401.6064;N/A;0.498;N/A;0.474952;151849408.0;1656547200;EUR;1676822585
alqwa.pa;QWAMPLIFY;Communication Services;Advertising Agencies;3.7300000190734863;3.50 - 7.74;2989.0;N/A;1522886400;0.039389998;3.9016738;N/A;0.956;N/A;0.250478;20763194.0;1664496000;EUR;1676822585
